sciName,comName,speciesCode,category,taxonOrder,order,familyComName,familySciName
Eupsittula pertinax,Brown-throated Parakeet,brtpar1,species,12443.0,Psittaciformes,New World and African Parrots,Psittacidae
Eupsittula pertinax ocularis,Brown-throated Parakeet (Veraguas),bntpar1,issf,12444.0,Psittaciformes,New World and African Parrots,Psittacidae
Eupsittula pertinax [pertinax Group],Brown-throated Parakeet (Brown-throated),bntpar2,issf,12445.0,Psittaciformes,New World and African Parrots,Psittacidae
Eupsittula cactorum,Cactus Parakeet,cacpar1,species,12459.0,Psittaciformes,New World and African Parrots,Psittacidae
Conuropsis carolinensis,Carolina Parakeet,carpar,species,12462.0,Psittaciformes,New World and African Parrots,Psittacidae
Aratinga weddellii,Dusky-headed Parakeet,duhpar,species,12463.0,Psittaciformes,New World and African Parrots,Psittacidae
Aratinga nenday,Nanday Parakeet,bkhpar,species,12464.0,Psittaciformes,New World and African Parrots,Psittacidae
Aratinga solstitialis,Sun Parakeet,sunpar1,species,12465.0,Psittaciformes,New World and African Parrots,Psittacidae
Aratinga maculata,Sulphur-breasted Parakeet,subpar1,species,12466.0,Psittaciformes,New World and African Parrots,Psittacidae
Aratinga jandaya,Jandaya Parakeet,janpar1,species,12467.0,Psittaciformes,New World and African Parrots,Psittacidae
Aratinga auricapillus,Golden-capped Parakeet,gocpar2,species,12468.0,Psittaciformes,New World and African Parrots,Psittacidae
Cyanopsitta spixii,Spix's Macaw,spimac1,species,12471.0,Psittaciformes,New World and African Parrots,Psittacidae
Orthopsittaca manilatus,Red-bellied Macaw,rebmac2,species,12472.0,Psittaciformes,New World and African Parrots,Psittacidae
Primolius maracana,Blue-winged Macaw,buwmac1,species,12473.0,Psittaciformes,New World and African Parrots,Psittacidae
Primolius couloni,Blue-headed Macaw,buhmac1,species,12474.0,Psittaciformes,New World and African Parrots,Psittacidae
Primolius auricollis,Yellow-collared Macaw,yecmac,species,12475.0,Psittaciformes,New World and African Parrots,Psittacidae
Ara ararauna,Blue-and-yellow Macaw,baymac,species,12476.0,Psittaciformes,New World and African Parrots,Psittacidae
Ara glaucogularis,Blue-throated Macaw,bltmac1,species,12477.0,Psittaciformes,New World and African Parrots,Psittacidae
Ara militaris,Military Macaw,milmac,species,12478.0,Psittaciformes,New World and African Parrots,Psittacidae
Ara ambiguus,Great Green Macaw,grgmac,species,12482.0,Psittaciformes,New World and African Parrots,Psittacidae
Ara macao,Scarlet Macaw,scamac1,species,12485.0,Psittaciformes,New World and African Parrots,Psittacidae
Ara ararauna x macao,Blue-and-yellow x Scarlet Macaw (hybrid),x00888,hybrid,12488.0,Psittaciformes,New World and African Parrots,Psittacidae
Ara chloropterus,Red-and-green Macaw,ragmac1,species,12489.0,Psittaciformes,New World and African Parrots,Psittacidae
Ara macao/chloropterus,Scarlet/Red-and-green Macaw,y00792,slash,12490.0,Psittaciformes,New World and African Parrots,Psittacidae
Ara tricolor,Cuban Macaw,cubmac1,species,12491.0,Psittaciformes,New World and African Parrots,Psittacidae
Ara rubrogenys,Red-fronted Macaw,refmac1,species,12492.0,Psittaciformes,New World and African Parrots,Psittacidae
Ara severus,Chestnut-fronted Macaw,chfmac1,species,12493.0,Psittaciformes,New World and African Parrots,Psittacidae
Ara sp.,large macaw sp.,larmac1,spuh,12494.0,Psittaciformes,New World and African Parrots,Psittacidae
Leptosittaca branickii,Golden-plumed Parakeet,goppar1,species,12495.0,Psittaciformes,New World and African Parrots,Psittacidae
Ognorhynchus icterotis,Yellow-eared Parrot,yeepar1,species,12496.0,Psittaciformes,New World and African Parrots,Psittacidae
Guaruba guarouba,Golden Parakeet,golpar3,species,12497.0,Psittaciformes,New World and African Parrots,Psittacidae
Thectocercus acuticaudatus,Blue-crowned Parakeet,bucpar,species,12498.0,Psittaciformes,New World and African Parrots,Psittacidae
Thectocercus acuticaudatus [acuticaudatus Group],Blue-crowned Parakeet (Blue-crowned),bucpar1,issf,12499.0,Psittaciformes,New World and African Parrots,Psittacidae
Thectocercus acuticaudatus neumanni,Blue-crowned Parakeet (Highland),bucpar2,issf,12504.0,Psittaciformes,New World and African Parrots,Psittacidae
Diopsittaca nobilis,Red-shouldered Macaw,resmac2,species,12505.0,Psittaciformes,New World and African Parrots,Psittacidae
Diopsittaca nobilis nobilis,Red-shouldered Macaw (Northern),resmac1,issf,12506.0,Psittaciformes,New World and African Parrots,Psittacidae
Diopsittaca nobilis cumanensis/longipennis,Red-shouldered Macaw (Southern),resmac3,issf,12507.0,Psittaciformes,New World and African Parrots,Psittacidae
Orthopsittaca/Primolius/Diopsittaca sp.,small macaw sp.,smamac1,spuh,12510.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara holochlorus,Green Parakeet,grnpar,species,12511.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara holochlorus holochlorus/brewsteri,Green Parakeet (Green),grnpar1,issf,12512.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara holochlorus rubritorquis,Green Parakeet (Red-throated),grnpar3,issf,12515.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara brevipes,Socorro Parakeet,grnpar2,species,12516.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara strenuus,Pacific Parakeet,pacpar1,species,12517.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara holochlorus/strenuus,Green/Pacific Parakeet,y00878,slash,12518.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara finschi,Crimson-fronted Parakeet,crfpar,species,12519.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara holochlorus x finschi,Green x Crimson-fronted Parakeet (hybrid),x00959,hybrid,12520.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara wagleri,Scarlet-fronted Parakeet,scfpar1,species,12521.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara wagleri wagleri/transilis,Scarlet-fronted Parakeet (Scarlet-fronted),scfpar2,issf,12522.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara wagleri frontatus/minor,Scarlet-fronted Parakeet (Cordilleran),scfpar3,issf,12525.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara mitratus,Mitred Parakeet,mitpar,species,12528.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara mitratus [mitratus Group],Mitred Parakeet (Mitred),mitpar1,issf,12529.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara mitratus alticola,Mitred Parakeet (Chapman's),mitpar2,issf,12533.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara wagleri/mitratus,Scarlet-fronted/Mitred Parakeet,y00793,slash,12534.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara erythrogenys,Red-masked Parakeet,rempar,species,12535.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara mitratus/erythrogenys,Mitred/Red-masked Parakeet,y00794,slash,12536.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara leucophthalmus,White-eyed Parakeet,whepar2,species,12537.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara euops,Cuban Parakeet,cubpar2,species,12541.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara chloropterus,Hispaniolan Parakeet,hispar,species,12542.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara maugei,Puerto Rican Parakeet,purpar2,species,12543.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara labati,Guadeloupe Parakeet,guapar2,species,12544.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittacara sp.,Psittacara sp.,psitta2,spuh,12545.0,Psittaciformes,New World and African Parrots,Psittacidae
Eupsittula/Aratinga/Thectocercus/Psittacara sp.,large parakeet sp. (former Aratinga sp.),aratin,spuh,12546.0,Psittaciformes,New World and African Parrots,Psittacidae
Psittaciformes sp. (parakeet sp.),parakeet sp.,parake,spuh,12547.0,Psittaciformes,,
Psittaciformes sp. (parrot sp.),parrot sp.,parrot,spuh,12548.0,Psittaciformes,,
Traversia lyalli,Stephens Island Wren,stiwre1,species,12549.0,Passeriformes,New Zealand Wrens,Acanthisittidae
Acanthisitta chloris,Rifleman,riflem1,species,12550.0,Passeriformes,New Zealand Wrens,Acanthisittidae
Xenicus longipes,Bush Wren,buswre1,species,12553.0,Passeriformes,New Zealand Wrens,Acanthisittidae
Xenicus gilviventris,South Island Wren,soiwre1,species,12557.0,Passeriformes,New Zealand Wrens,Acanthisittidae
Smithornis capensis,African Broadbill,afrbro1,species,12558.0,Passeriformes,African and Green Broadbills,Calyptomenidae
Smithornis sharpei,Gray-headed Broadbill,gyhbro1,species,12568.0,Passeriformes,African and Green Broadbills,Calyptomenidae
Smithornis sharpei zenkeri,Gray-headed Broadbill (Zenker's),gyhbro2,issf,12569.0,Passeriformes,African and Green Broadbills,Calyptomenidae
Smithornis sharpei sharpei,Gray-headed Broadbill (Sharpe's),gyhbro3,issf,12570.0,Passeriformes,African and Green Broadbills,Calyptomenidae
Smithornis sharpei eurylaemus,Gray-headed Broadbill (Gray-headed),gyhbro4,issf,12571.0,Passeriformes,African and Green Broadbills,Calyptomenidae
Smithornis rufolateralis,Rufous-sided Broadbill,rusbro1,species,12572.0,Passeriformes,African and Green Broadbills,Calyptomenidae
Smithornis sp.,Smithornis sp.,smitho1,spuh,12575.0,Passeriformes,African and Green Broadbills,Calyptomenidae
Calyptomena viridis,Green Broadbill,grebro1,species,12576.0,Passeriformes,African and Green Broadbills,Calyptomenidae
Calyptomena hosii,Hose's Broadbill,hosbro1,species,12580.0,Passeriformes,African and Green Broadbills,Calyptomenidae
Calyptomena whiteheadi,Whitehead's Broadbill,whibro1,species,12581.0,Passeriformes,African and Green Broadbills,Calyptomenidae
Cymbirhynchus macrorhynchos,Black-and-red Broadbill,barbro1,species,12582.0,Passeriformes,Asian and Grauer's Broadbills,Eurylaimidae
Cymbirhynchus macrorhynchos affinis,Black-and-red Broadbill (Irrawaddy),barbro2,issf,12583.0,Passeriformes,Asian and Grauer's Broadbills,Eurylaimidae
Cymbirhynchus macrorhynchos [macrorhynchos Group],Black-and-red Broadbill (Black-and-red),barbro3,issf,12584.0,Passeriformes,Asian and Grauer's Broadbills,Eurylaimidae
Psarisomus dalhousiae,Long-tailed Broadbill,lotbro1,species,12588.0,Passeriformes,Asian and Grauer's Broadbills,Eurylaimidae
Serilophus lunatus,Silver-breasted Broadbill,sibbro1,species,12594.0,Passeriformes,Asian and Grauer's Broadbills,Eurylaimidae
Serilophus lunatus rubropygius,Silver-breasted Broadbill (Gray-browed),sibbro2,issf,12595.0,Passeriformes,Asian and Grauer's Broadbills,Eurylaimidae
Serilophus lunatus [lunatus Group],Silver-breasted Broadbill (Silver-breasted),sibbro3,issf,12596.0,Passeriformes,Asian and Grauer's Broadbills,Eurylaimidae
Eurylaimus javanicus,Banded Broadbill,banbro1,species,12606.0,Passeriformes,Asian and Grauer's Broadbills,Eurylaimidae
Eurylaimus javanicus [harterti Group],Banded Broadbill (Banded),banbro2,issf,12607.0,Passeriformes,Asian and Grauer's Broadbills,Eurylaimidae
Eurylaimus javanicus javanicus,Banded Broadbill (Javan),banbro3,issf,12612.0,Passeriformes,Asian and Grauer's Broadbills,Eurylaimidae
Eurylaimus ochromalus,Black-and-yellow Broadbill,baybro1,species,12613.0,Passeriformes,Asian and Grauer's Broadbills,Eurylaimidae
Eurylaimus javanicus/ochromalus,Banded/Black-and-yellow Broadbill,y00879,slash,12614.0,Passeriformes,Asian and Grauer's Broadbills,Eurylaimidae
Eurylaimus steerii,Wattled Broadbill,watbro1,species,12615.0,Passeriformes,Asian and Grauer's Broadbills,Eurylaimidae
Eurylaimus samarensis,Visayan Broadbill,visbro1,species,12618.0,Passeriformes,Asian and Grauer's Broadbills,Eurylaimidae
Corydon sumatranus,Dusky Broadbill,dusbro1,species,12619.0,Passeriformes,Asian and Grauer's Broadbills,Eurylaimidae
Pseudocalyptomena graueri,Grauer's Broadbill,grabro1,species,12624.0,Passeriformes,Asian and Grauer's Broadbills,Eurylaimidae
Eurylaimidae sp.,asian broadbill sp.,asibro1,spuh,12625.0,Passeriformes,Asian and Grauer's Broadbills,Eurylaimidae
Sapayoa aenigma,Sapayoa,sapayo1,species,12626.0,Passeriformes,Sapayoa,Sapayoidae
Philepitta castanea,Velvet Asity,velasi1,species,12627.0,Passeriformes,Asities,Philepittidae
Philepitta schlegeli,Schlegel's Asity,schasi1,species,12628.0,Passeriformes,Asities,Philepittidae
Neodrepanis coruscans,Common Sunbird-Asity,sunasi1,species,12629.0,Passeriformes,Asities,Philepittidae
Neodrepanis hypoxantha,Yellow-bellied Sunbird-Asity,yebasi1,species,12630.0,Passeriformes,Asities,Philepittidae
Neodrepanis coruscans/hypoxantha,Common/Yellow-bellied Sunbird-Asity,y00880,slash,12631.0,Passeriformes,Asities,Philepittidae
Erythropitta kochi,Whiskered Pitta,whipit1,species,12632.0,Passeriformes,Pittas,Pittidae
Erythropitta erythrogaster,Blue-breasted Pitta,rebpit1,species,12633.0,Passeriformes,Pittas,Pittidae
Erythropitta erythrogaster [erythrogaster Group],Blue-breasted Pitta (Blue-breasted),bubpit1,issf,12634.0,Passeriformes,Pittas,Pittidae
Erythropitta erythrogaster inspeculata,Blue-breasted Pitta (Talaud),talpit1,issf,12638.0,Passeriformes,Pittas,Pittidae
Erythropitta caeruleitorques,Sangihe Pitta,sanpit1,species,12639.0,Passeriformes,Pittas,Pittidae
Erythropitta palliceps,Siao Pitta,siapit1,species,12640.0,Passeriformes,Pittas,Pittidae
Erythropitta celebensis,Sulawesi Pitta,sulpit3,species,12641.0,Passeriformes,Pittas,Pittidae
Erythropitta dohertyi,Sula Pitta,sulpit1,species,12642.0,Passeriformes,Pittas,Pittidae
Erythropitta rufiventris,North Moluccan Pitta,molpit1,species,12643.0,Passeriformes,Pittas,Pittidae
Erythropitta rubrinucha,South Moluccan Pitta,sompit1,species,12647.0,Passeriformes,Pittas,Pittidae
Erythropitta macklotii,Papuan Pitta,pappit1,species,12650.0,Passeriformes,Pittas,Pittidae
Erythropitta novaehibernicae,New Ireland Pitta,neipit1,species,12656.0,Passeriformes,Pittas,Pittidae
Erythropitta splendida,Tabar Pitta,tabpit1,species,12659.0,Passeriformes,Pittas,Pittidae
Erythropitta gazellae,New Britain Pitta,nebpit1,species,12660.0,Passeriformes,Pittas,Pittidae
Erythropitta meeki,Louisiade Pitta,loupit1,species,12661.0,Passeriformes,Pittas,Pittidae
Erythropitta venusta,Graceful Pitta,blcpit1,species,12662.0,Passeriformes,Pittas,Pittidae
Erythropitta ussheri,Black-crowned Pitta,bkhpit1,species,12663.0,Passeriformes,Pittas,Pittidae
Erythropitta arquata,Blue-banded Pitta,blbpit1,species,12664.0,Passeriformes,Pittas,Pittidae
Erythropitta granatina,Garnet Pitta,garpit1,species,12665.0,Passeriformes,Pittas,Pittidae
Erythropitta sp.,Erythropitta sp.,erythr1,spuh,12668.0,Passeriformes,Pittas,Pittidae
Hydrornis phayrei,Eared Pitta,earpit1,species,12669.0,Passeriformes,Pittas,Pittidae
Hydrornis oatesi,Rusty-naped Pitta,runpit1,species,12670.0,Passeriformes,Pittas,Pittidae
Hydrornis nipalensis,Blue-naped Pitta,blnpit1,species,12675.0,Passeriformes,Pittas,Pittidae
Hydrornis soror,Blue-rumped Pitta,blrpit1,species,12678.0,Passeriformes,Pittas,Pittidae
Hydrornis caeruleus,Giant Pitta,giapit1,species,12684.0,Passeriformes,Pittas,Pittidae
Hydrornis schneideri,Schneider's Pitta,schpit1,species,12687.0,Passeriformes,Pittas,Pittidae
Hydrornis irena,Malayan Banded-Pitta,banpit3,species,12688.0,Passeriformes,Pittas,Pittidae
Hydrornis guajanus,Javan Banded-Pitta,banpit2,species,12689.0,Passeriformes,Pittas,Pittidae
Hydrornis schwaneri,Bornean Banded-Pitta,banpit4,species,12690.0,Passeriformes,Pittas,Pittidae
Hydrornis baudii,Blue-headed Pitta,blhpit1,species,12691.0,Passeriformes,Pittas,Pittidae
Hydrornis cyaneus,Blue Pitta,blupit1,species,12692.0,Passeriformes,Pittas,Pittidae
Hydrornis elliotii,Bar-bellied Pitta,babpit1,species,12696.0,Passeriformes,Pittas,Pittidae
Hydrornis gurneyi,Gurney's Pitta,gurpit1,species,12697.0,Passeriformes,Pittas,Pittidae
Hydrornis sp.,Hydrornis sp.,hydror1,spuh,12698.0,Passeriformes,Pittas,Pittidae
Pitta angolensis,African Pitta,afrpit1,species,12699.0,Passeriformes,Pittas,Pittidae
Pitta reichenowi,Green-breasted Pitta,grbpit1,species,12703.0,Passeriformes,Pittas,Pittidae
Pitta brachyura,Indian Pitta,indpit1,species,12704.0,Passeriformes,Pittas,Pittidae
Pitta moluccensis,Blue-winged Pitta,blwpit1,species,12705.0,Passeriformes,Pittas,Pittidae
Pitta nympha,Fairy Pitta,faipit1,species,12706.0,Passeriformes,Pittas,Pittidae
Pitta sordida,Hooded Pitta,hoopit2,species,12707.0,Passeriformes,Pittas,Pittidae
Pitta sordida cucullata,Hooded Pitta (Chestnut-crowned),hoopit3,issf,12708.0,Passeriformes,Pittas,Pittidae
Pitta sordida abbotti,Hooded Pitta (Nicobar),hoopit4,issf,12709.0,Passeriformes,Pittas,Pittidae
Pitta sordida mulleri/bangkana,Hooded Pitta (Sunda),hoopit5,issf,12710.0,Passeriformes,Pittas,Pittidae
Pitta sordida sordida/palawanensis,Hooded Pitta (Philippine),hoopit6,issf,12713.0,Passeriformes,Pittas,Pittidae
Pitta sordida sanghirana,Hooded Pitta (Sangihe),hoopit7,issf,12716.0,Passeriformes,Pittas,Pittidae
Pitta sordida forsteni,Hooded Pitta (Minahassa),hoopit8,issf,12717.0,Passeriformes,Pittas,Pittidae
Pitta sordida novaeguineae/goodfellowi,Hooded Pitta (Papuan),hoopit9,issf,12718.0,Passeriformes,Pittas,Pittidae
Pitta sordida mefoorana,Hooded Pitta (Numfor),hoopit10,issf,12721.0,Passeriformes,Pittas,Pittidae
Pitta sordida rosenbergii,Hooded Pitta (Biak),hoopit11,issf,12722.0,Passeriformes,Pittas,Pittidae
Pitta steerii,Azure-breasted Pitta,azbpit1,species,12723.0,Passeriformes,Pittas,Pittidae
Pitta versicolor,Noisy Pitta,noipit1,species,12726.0,Passeriformes,Pittas,Pittidae
Pitta maxima,Ivory-breasted Pitta,ivbpit1,species,12730.0,Passeriformes,Pittas,Pittidae
Pitta maxima maxima,Ivory-breasted Pitta (Ivory-breasted),ivbpit2,issf,12731.0,Passeriformes,Pittas,Pittidae
Pitta maxima morotaiensis,Ivory-breasted Pitta (Morotai),ivbpit3,issf,12732.0,Passeriformes,Pittas,Pittidae
Pitta elegans,Elegant Pitta,elepit1,species,12733.0,Passeriformes,Pittas,Pittidae
Pitta anerythra,Black-faced Pitta,blfpit1,species,12739.0,Passeriformes,Pittas,Pittidae
Pitta megarhyncha,Mangrove Pitta,manpit1,species,12743.0,Passeriformes,Pittas,Pittidae
Pitta superba,Superb Pitta,suppit1,species,12744.0,Passeriformes,Pittas,Pittidae
Pitta iris,Rainbow Pitta,raipit1,species,12745.0,Passeriformes,Pittas,Pittidae
Pitta sp.,Pitta sp. (genus Pitta),pitta2,spuh,12748.0,Passeriformes,Pittas,Pittidae
Pittidae sp.,pitta sp. (genus Erythropitta/Hydrornis/Pitta),pitta1,spuh,12749.0,Passeriformes,Pittas,Pittidae
Euchrepomis callinota,Rufous-rumped Antwren,rurant1,species,12750.0,Passeriformes,Typical Antbirds,Thamnophilidae
Euchrepomis humeralis,Chestnut-shouldered Antwren,chsant1,species,12755.0,Passeriformes,Typical Antbirds,Thamnophilidae
Euchrepomis sharpei,Yellow-rumped Antwren,yerant1,species,12756.0,Passeriformes,Typical Antbirds,Thamnophilidae
Euchrepomis spodioptila,Ash-winged Antwren,aswant1,species,12757.0,Passeriformes,Typical Antbirds,Thamnophilidae
Euchrepomis sp.,Euchrepomis sp.,euchre1,spuh,12761.0,Passeriformes,Typical Antbirds,Thamnophilidae
Cymbilaimus lineatus,Fasciated Antshrike,fasant1,species,12762.0,Passeriformes,Typical Antbirds,Thamnophilidae
Cymbilaimus sanctaemariae,Bamboo Antshrike,bamant1,species,12766.0,Passeriformes,Typical Antbirds,Thamnophilidae
Hypoedaleus guttatus,Spot-backed Antshrike,spbant3,species,12767.0,Passeriformes,Typical Antbirds,Thamnophilidae
Batara cinerea,Giant Antshrike,giaant2,species,12768.0,Passeriformes,Typical Antbirds,Thamnophilidae
Mackenziaena leachii,Large-tailed Antshrike,latant1,species,12772.0,Passeriformes,Typical Antbirds,Thamnophilidae
Mackenziaena severa,Tufted Antshrike,tufant1,species,12773.0,Passeriformes,Typical Antbirds,Thamnophilidae
Frederickena viridis,Black-throated Antshrike,bltant3,species,12774.0,Passeriformes,Typical Antbirds,Thamnophilidae
Frederickena unduliger,Undulated Antshrike,undant2,species,12775.0,Passeriformes,Typical Antbirds,Thamnophilidae
Frederickena fulva,Fulvous Antshrike,fulant1,species,12779.0,Passeriformes,Typical Antbirds,Thamnophilidae
Frederickena unduliger/fulva,Undulated/Fulvous Antshrike,y00966,slash,12780.0,Passeriformes,Typical Antbirds,Thamnophilidae
Taraba major,Great Antshrike,greant1,species,12781.0,Passeriformes,Typical Antbirds,Thamnophilidae
Sakesphorus canadensis,Black-crested Antshrike,blcant4,species,12792.0,Passeriformes,Typical Antbirds,Thamnophilidae
Sakesphorus canadensis pulchellus,Black-crested Antshrike (Streak-fronted),bkcant1,issf,12793.0,Passeriformes,Typical Antbirds,Thamnophilidae
Sakesphorus canadensis [canadensis Group],Black-crested Antshrike (Black-crested),bkcant2,issf,12794.0,Passeriformes,Typical Antbirds,Thamnophilidae
Sakesphorus cristatus,Silvery-cheeked Antshrike,sicant1,species,12800.0,Passeriformes,Typical Antbirds,Thamnophilidae
Sakesphorus luctuosus,Glossy Antshrike,gloant1,species,12801.0,Passeriformes,Typical Antbirds,Thamnophilidae
Biatas nigropectus,White-bearded Antshrike,whbant2,species,12804.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus doliatus,Barred Antshrike,barant1,species,12805.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus doliatus [doliatus Group],Barred Antshrike (Barred),barant4,issf,12806.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus doliatus capistratus,Barred Antshrike (Caatinga),barant3,issf,12818.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus ruficapillus,Rufous-capped Antshrike,rucant1,species,12819.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus ruficapillus [subfasciatus Group],Rufous-capped Antshrike (Northern),rucant4,issf,12820.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus ruficapillus ruficapillus/cochabambae,Rufous-capped Antshrike (Southern),rucant5,issf,12824.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus torquatus,Rufous-winged Antshrike,ruwant2,species,12827.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus zarumae,Chapman's Antshrike,chaant1,species,12828.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus multistriatus,Bar-crested Antshrike,bacant2,species,12831.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus tenuepunctatus,Lined Antshrike,linant1,species,12836.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus palliatus,Chestnut-backed Antshrike,chbant2,species,12840.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus bernardi,Collared Antshrike,colant1,species,12845.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus bernardi bernardi,Collared Antshrike (Collared),colant2,issf,12846.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus bernardi shumbae,Collared Antshrike (shumbae),colant3,issf,12847.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus atrinucha,Black-crowned Antshrike,wesant1,species,12848.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus bridgesi,Black-hooded Antshrike,blhant2,species,12851.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus schistaceus,Plain-winged Antshrike,plwant1,species,12852.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus murinus,Mouse-colored Antshrike,mocant1,species,12856.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus schistaceus/murinus,Plain-winged/Mouse-colored Antshrike,y01143,slash,12860.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus nigriceps,Black Antshrike,blaant1,species,12861.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus praecox,Cocha Antshrike,cocant1,species,12862.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus cryptoleucus,Castelnau's Antshrike,casant1,species,12863.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus nigrocinereus,Blackish-gray Antshrike,blgant2,species,12864.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus punctatus,Northern Slaty-Antshrike,norsla1,species,12870.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus punctatus punctatus/interpositus,Northern Slaty-Antshrike (Guianan),norsla2,issf,12871.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus punctatus leucogaster/huallagae,Northern Slaty-Antshrike (Peruvian),norsla3,issf,12874.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus stictocephalus,Natterer's Slaty-Antshrike,natsla1,species,12877.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus sticturus,Bolivian Slaty-Antshrike,bolsla1,species,12880.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus pelzelni,Planalto Slaty-Antshrike,plasla1,species,12881.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus ambiguus,Sooretama Slaty-Antshrike,soosla1,species,12882.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus caerulescens,Variable Antshrike,varant1,species,12883.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus unicolor,Uniform Antshrike,uniant2,species,12892.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus aethiops,White-shouldered Antshrike,whsant2,species,12896.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus aroyae,Upland Antshrike,uplant1,species,12907.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus melanonotus,Black-backed Antshrike,blbant1,species,12908.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus melanothorax,Band-tailed Antshrike,batant2,species,12909.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus amazonicus,Amazonian Antshrike,amaant2,species,12910.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus insignis,Streak-backed Antshrike,stbant1,species,12916.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus divisorius,Acre Antshrike,acrant1,species,12919.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilus sp.,Thamnophilus sp.,thamno1,spuh,12920.0,Passeriformes,Typical Antbirds,Thamnophilidae
Rhopias gularis,Star-throated Antwren,sttant1,species,12921.0,Passeriformes,Typical Antbirds,Thamnophilidae
Megastictus margaritatus,Pearly Antshrike,peaant1,species,12922.0,Passeriformes,Typical Antbirds,Thamnophilidae
Neoctantes niger,Black Bushbird,blabus1,species,12923.0,Passeriformes,Typical Antbirds,Thamnophilidae
Clytoctantes alixii,Recurve-billed Bushbird,rebbus1,species,12924.0,Passeriformes,Typical Antbirds,Thamnophilidae
Clytoctantes atrogularis,Rondonia Bushbird,ronbus1,species,12925.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnistes anabatinus,Russet Antshrike,rusant1,species,12926.0,Passeriformes,Typical Antbirds,Thamnophilidae
